Sample_ID	Sample_ID	Treatment	Site_ID	Year	Month	Day	Lat	Lon	filtering_date	filterer_initials	volume_filtered_mL	Date	Extractor	DNA volume (_L)	Recovered TE rinse volume (_L)	Total DNA volume (_L)
JSPe-062	JSPe0062	pre_seine	D09	2020	June	8	50.30693	-125.33458	08-Jun-20	SV/ID	1000	Nov 2 2020	Rosie and Rute	240	50	290
JSPe-063	JSPe0063	pre_seine	D09	2020	June	8	50.30693	-125.33458	08-Jun-20	SV/ID	930	Nov 2 2020	Rosie and Rute	260	50	310
JSPe-064	JSPe0064	pre_seine	D09	2020	June	8	50.30693	-125.33458	08-Jun-20	SV/ID	1000	Nov 3 2020	Rosie and Rute	260	50	310
JSPe-065	JSPe0065	in_seine	D09	2020	June	8	50.30603	-125.33658	08-Jun-20	SV/ID	1000	Nov 3 2020	Rosie and Rute	270	50	320
JSPe-066	JSPe0066	in_seine	D09	2020	June	8	50.30603	-125.33658	08-Jun-20	SV/ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-067	JSPe0067	in_seine	D09	2020	June	8	50.30603	-125.33658	08-Jun-20	SV/ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-068	JSPe0068	fixed_position	D09	2020	June	8	50.30685	-125.3308	08-Jun-20	SV/ID	1000	Nov 3 2020	Rosie and Rute	260	50	310
JSPe-069	JSPe0069	fixed_position	D09	2020	June	8	50.30685	-125.3308	08-Jun-20	SV/ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-070	JSPe0070	fixed_position	D09	2020	June	8	50.30685	-125.3308	08-Jun-20	SV/ID	1000	Nov 3 2020	Rosie and Rute	250	50	300
JSPe-071	JSPe0071	negative_control	D27	2020	June	10					1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-072	JSPe0072	pre_seine	D27	2020	June	10	50.27119	-125.36612	10-Jun-20	ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-073	JSPe0073	pre_seine	D27	2020	June	10	50.27119	-125.36612	10-Jun-20	ID	1000	Nov 3 2020	Rosie and Rute	250	50	300
JSPe-074	JSPe0074	pre_seine	D27	2020	June	10	50.27119	-125.36612	10-Jun-20	ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-075	JSPe0075	in_seine	D27	2020	June	10	50.27157	-125.36882	10-Jun-20	ID	1000	Nov 2 2020	Rosie and Rute	270	50	320
JSPe-076	JSPe0076	in_seine	D27	2020	June	10	50.27157	-125.36882	10-Jun-20	ID	1000	Nov 3 2020	Rosie and Rute	260	50	310
JSPe-077	JSPe0077	in_seine	D27	2020	June	10	50.27157	-125.36882	10-Jun-20	ID	1000	Nov 9 2020	Rosie & Natalie	500	50	550
JSPe-078	JSPe0078	fixed_position	D27	2020	June	10	50.2718	-125.37652	10-Jun-20	ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-079	JSPe0079	fixed_position	D27	2020	June	10	50.2718	-125.37652	10-Jun-20	ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-080	JSPe0080	fixed_position	D27	2020	June	10	50.2718	-125.37652	10-Jun-20	ID	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-081	JSPe0081	negative_control	D09	2020	June	16	50.30732	-125.32983	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	300	50	350
JSPe-082	JSPe0082	pre_seine	D09	2020	June	16	50.30618	-125.3354	16-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	270	50	320
JSPe-083	JSPe0083	pre_seine	D09	2020	June	16	50.30618	-125.3354	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	300	50	350
JSPe-084	JSPe0084	pre_seine	D09	2020	June	16	50.30618	-125.3354	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	300	50	350
JSPe-085	JSPe0085	in_seine	D09	2020	June	16	50.3068	-125.33628	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	300	50	350
JSPe-086	JSPe0086	in_seine	D09	2020	June	16	50.3068	-125.33628	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	300	50	350
JSPe-087	JSPe0087	in_seine	D09	2020	June	16	50.3068	-125.33628	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	250	50	300
JSPe-088	JSPe0088	fixed_position	D09	2020	June	16	50.30732	-125.32983	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	500	50	550
JSPe-089	JSPe0089	fixed_position	D09	2020	June	16	50.30732	-125.32983	16-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	500	50	550
JSPe-090	JSPe0090	fixed_position	D09	2020	June	16	50.30732	-125.32983	16-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-091	JSPe0091	negative_control	D10	2020	June	19				SV	1000	Oct 27 2020	Natalie	450	50	500
JSPe-092	JSPe0092	pre_seine	D10	2020	June	19	50.4437	-125.279	19-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	300	50	350
JSPe-093	JSPe0093	pre_seine	D10	2020	June	19	50.4437	-125.279	19-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-094	JSPe0094	pre_seine	D10	2020	June	19	50.4437	-125.279	19-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	250	50	300
JSPe-095	JSPe0095	fixed_position	D10	2020	June	19	50.44241	-125.2734	19-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-096	JSPe0096	fixed_position	D10	2020	June	19	50.44241	-125.2734	19-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-097	JSPe0097	fixed_position	D10	2020	June	19	50.44241	-125.2734	19-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-098	JSPe0098	negative_control	D09	2020	June	22	50.30732	-125.33013	22-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-099	JSPe0099	pre_seine	D09	2020	June	22	50.30702	-125.33265	22-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-100	JSPe0100	pre_seine	D09	2020	June	22	50.30702	-125.33265	22-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-101	JSPe0101	pre_seine	D09	2020	June	22	50.30702	-125.33265	22-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	270	50	320
JSPe-102	JSPe0102	in_seine	D09	2020	June	22	50.3075	-125.33343	22-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-103	JSPe0103	in_seine	D09	2020	June	22	50.3075	-125.33343	22-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-104	JSPe0104	in_seine	D09	2020	June	22	50.3075	-125.33343	22-Jun-20	SV	1000	Oct 27 2020	Natalie	450	50	500
JSPe-105	JSPe0105	fixed_position	D09	2020	June	22	50.30732	-125.33013	22-Jun-20	SV	940	Oct 27 2020	Natalie	250	50	300
JSPe-106	JSPe0106	fixed_position	D09	2020	June	22	50.30732	-125.33013	22-Jun-20	SV	940	Nov 2 2020	Rosie and Rute	400	50	450
JSPe-107	JSPe0107	fixed_position	D09	2020	June	22	50.30732	-125.33013	22-Jun-20	SV	940	Oct 27 2020	Natalie	400	50	450
JSPe-108	JSPe0108	negative_control	D27	2020	June	23	50.27195	-125.37607	23-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-109	JSPe0109	pre_seine	D27	2020	June	23	50.27265	-125.3766	23-Jun-20	SV	1000	Nov 9 2020	Rosie & Natalie	350	50	400
JSPe-110	JSPe0110	pre_seine	D27	2020	June	23	50.27265	-125.3766	23-Jun-20	SV	1000	Oct 27 2020	Natalie	260	50	310
JSPe-111	JSPe0111	pre_seine	D27	2020	June	23	50.27265	-125.3766	23-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-112	JSPe0112	in_seine	D27	2020	June	23	50.27492	-125.37823	23-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-113	JSPe0113	in_seine	D27	2020	June	23	50.27492	-125.37823	23-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-114	JSPe0114	in_seine	D27	2020	June	23	50.27492	-125.37823	23-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-115	JSPe0115	fixed_position	D27	2020	June	23	50.27195	-125.37607	23-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-116	JSPe0116	fixed_position	D27	2020	June	23	50.27195	-125.37607	23-Jun-20	SV	1000	Oct 27 2020	Natalie	260	50	310
JSPe-117	JSPe0117	fixed_position	D27	2020	June	23	50.27195	-125.37607	23-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
negative control	negative control	pre_seine	D35	2020	June	25	50.45518	-125.2534119	25-Jun-20	SV	1000					
JSPe-118	JSPe0118	pre_seine	D35	2020	June	25	50.45518	-125.2534119	25-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-119	JSPe0119	pre_seine	D35	2020	June	25	50.45518	-125.2534119	25-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-120	JSPe0120	in_seine	D35	2020	June	25	50.45703	-125.25572	25-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-121	JSPe0121	in_seine	D35	2020	June	25	50.45703	-125.25572	25-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-122	JSPe0122	in_seine	D35	2020	June	25	50.45703	-125.25572	25-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-123	JSPe0123	fixed_position	D35	2020	June	25	50.45648	-125.26658	25-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-124	JSPe0124	fixed_position	D35	2020	June	25	50.45648	-125.26658	25-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-125	JSPe0125	fixed_position	D35	2020	June	25	50.45648	-125.26658	25-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-126	JSPe0126	negative_control	D09	2020	June	29	50.30722	-125.33008	29-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-127	JSPe0127	pre_seine	D09	2020	June	29	50.30886	-125.32485	29-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	260	50	310
JSPe-128	JSPe0128	pre_seine	D09	2020	June	29	50.30886	-125.32485	29-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	400	50	450
JSPe-129	JSPe0129	pre_seine	D09	2020	June	29	50.30886	-125.32485	29-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	240	50	290
JSPe-130	JSPe0130	in_seine	D09	2020	June	29	50.30915	-125.3247	29-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-131	JSPe0131	in_seine	D09	2020	June	29	50.30915	-125.3247	29-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-132	JSPe0132	in_seine	D09	2020	June	29	50.30915	-125.3247	29-Jun-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-133	JSPe0133	fixed_position	D09	2020	June	29	50.30722	-125.33008	29-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	260	50	310
JSPe-134	JSPe0134	fixed_position	D09	2020	June	29	50.30722	-125.33008	29-Jun-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-135	JSPe0135	fixed_position	D09	2020	June	29	50.30722	-125.33008	29-Jun-20	SV	1000	Oct 27 2020	Natalie	250	50	300
JSPe-136	JSPe0136	negative_control	D10	2020	July	3	50.4421	-125.27322	03-Jul-20	SV	1000	Oct 27 2020	Natalie	300	50	350
JSPe-137	JSPe0137	pre_seine	D10	2020	July	3	50.44145	-125.2736	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-138	JSPe0138	pre_seine	D10	2020	July	3	50.44145	-125.2736	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-139	JSPe0139	pre_seine	D10	2020	July	3	50.44145	-125.2736	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-140	JSPe0140	in_seine	D10	2020	July	3	50.44212	-125.27503	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-141	JSPe0141	in_seine	D10	2020	July	3	50.44212	-125.27503	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	270	50	320
JSPe-142	JSPe0142	in_seine	D10	2020	July	3	50.44212	-125.27503	03-Jul-20	SV	1000	Nov 2 2020	Rosie and Rute	250	50	300
JSPe-143	JSPe0143	fixed_position	D10	2020	July	3	50.4421	-125.27322	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	450	50	500
JSPe-144	JSPe0144	fixed_position	D10	2020	July	3	50.4421	-125.27322	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	270	50	320
JSPe-145	JSPe0145	fixed_position	D10	2020	July	3	50.4421	-125.27322	03-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-146	JSPe0146	negative_control	D09	2020	July	6	50.3074	-125.32972	06-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-147	JSPe0147	pre_seine	D09	2020	July	6	50.30673	-125.33368	06-Jul-20	SV	1000	Oct 23 2020	Kristin	150	46	196
JSPe-148	JSPe0148	pre_seine	D09	2020	July	6	50.30673	-125.33368	06-Jul-20	SV	1000	Oct 23 2020	Kristin	150	50	200
JSPe-149	JSPe0149	pre_seine	D09	2020	July	6	50.30673	-125.33368	06-Jul-20	SV	1000	Oct 23 2020	Kristin	150	50	200
JSPe-150	JSPe0150	in_seine	D09	2020	July	6	50.30685	-125.333	06-Jul-20	SV	1000	Oct 23 2020	Kristin	175	37	212
JSPe-151	JSPe0151	in_seine	D09	2020	July	6	50.30685	-125.333	06-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	250	50	300
JSPe-152	JSPe0152	in_seine	D09	2020	July	6	50.30685	-125.333	06-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	240	50	290
JSPe-153	JSPe0153	fixed_position	D09	2020	July	6	50.3074	-125.32972	06-Jul-20	SV	1000	Oct 23 2020	Kristin	175	50	225
JSPe-154	JSPe0154	fixed_position	D09	2020	July	6	50.3074	-125.32972	06-Jul-20	SV	1000	Oct 23 2020	Kristin	175	46	221
JSPe-155	JSPe0155	fixed_position	D09	2020	July	6	50.3074	-125.32972	06-Jul-20	SV	1000	Oct 23 2020	Kristin	150	46	196
JSPe-156	JSPe0156	negative_control	D27	2020	July	7	50.26838	-125.36067	07-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	400	50	450
JSPe-157	JSPe0157	pre_seine	D27	2020	July	7	50.26865	-125.36002	07-Jul-20	SV	1000	Oct 23 2020	Kristin	125	50	175
JSPe-158	JSPe0158	pre_seine	D27	2020	July	7	50.26865	-125.36002	07-Jul-20	SV	1100	Oct 23 2020	Kristin	150	50	200
JSPe-159	JSPe0159	pre_seine	D27	2020	July	7	50.26865	-125.36002	07-Jul-20	SV	1000	Oct 23 2020	Kristin	175	50	225
JSPe-160	JSPe0160	in_seine	D27	2020	July	7	50.26908	-125.36	07-Jul-20	SV	1000	Oct 23 2020	Kristin	150	50	200
JSPe-161	JSPe0161	in_seine	D27	2020	July	7	50.26908	-125.36	07-Jul-20	SV	1000	Oct 23 2020	Kristin	125	50	175
JSPe-162	JSPe0162	in_seine	D27	2020	July	7	50.26908	-125.36	07-Jul-20	SV	1000					
JSPe-163	JSPe0163	fixed_position	D27	2020	July	7	50.27188	-125.37613	07-Jul-20	SV	1000	Oct 23 2020	Kristin	125	50	175
JSPe-164	JSPe0164	fixed_position	D27	2020	July	7	50.27188	-125.37613	07-Jul-20	SV	1000	Oct 26 2020	Natalie and Rosie	270	50	320
JSPe-165	JSPe0165	fixed_position	D27	2020	July	7	50.27188	-125.37613	07-Jul-20	SV	1000	Oct 23 2020	Kristin	150	50	200
JSPe-166	JSPe0166											Oct 23 2020	Kristin	150	50	200
JSPe-167	JSPe167	negative_control	D09	2021	May	17	50.183686	125.2006	17-May-21	NB/SV	1000					
JSPe-168	JSPe168	pre_seine	D09	2021	May	17	50.18442	125.19996	18-May-21	NB/SV	1000					
JSPe-169	JSPe169	pre_seine	D09	2021	May	17	50.18442	125.19996	19-May-21	NB/SV	1000					
JSPe-170	JSPe170	pre_seine	D09	2021	May	17	50.18442	125.19996	20-May-21	NB/SV	1000					
JSPe-171	JSPe171	fixed_position	D09	2021	May	17	50.183686	125.2006	21-May-21	NB/SV	1000					
JSPe-172	JSPe172	fixed_position	D09	2021	May	17	50.183686	125.2006	22-May-21	NB/SV	1000					
JSPe-173	JSPe173	fixed_position	D09	2021	May	17	50.183686	125.2006	23-May-21	NB/SV	1000					
JSPe-174	JSPe174	negative_control	D10	2021	May	21	50.26498	125.16332	21-May-21	NB	1000					
JSPe-175	JSPe175	fixed_position	D10	2021	May	21	50.26498	125.16332	21-May-21	NB	1000					
JSPe-176	JSPe176	fixed_position	D10	2021	May	21	50.26498	125.16332	21-May-21	NB	1000					
JSPe-177	JSPe177	fixed_position	D10	2021	May	21	50.26498	125.16332	21-May-21	NB	1000					
JSPe-178	JSPe178	pre_seine	D10	2021	May	21	50.26625	125.16745	21-May-21	NB	1000					
JSPe-179	JSPe179	pre_seine	D10	2021	May	21	50.26625	125.16745	21-May-21	NB	1000					
JSPe-180	JSPe180	pre_seine	D10	2021	May	21	50.26625	125.16745	21-May-21	NB	1000					
JSPe-181	JSPe181	in_seine	D10	2021	May	21	50.2654	125.16636	21-May-21	NB	1000					
JSPe-182	JSPe182	in_seine	D10	2021	May	21	50.2654	125.16636	21-May-21	NB	1000					
JSPe-183	JSPe183	in_seine	D10	2021	May	21	50.2654	125.16636	21-May-21	NB	1000					
JSPe-184	JSPe184	negative_control	D27	2021	May	26	50.16321	125.2258	26-May-21	NB	1000					
JSPe-185	JSPe185	pre_seine	D27	2021	May	26	50.16118	125.21668	26-May-21	NB	1000					
